glottocode,isocode
khas1269,kha
khay1238,lko
khee1238,kqg
kheh1237,tlx
khen1241,xkf
khet1238,xhe
khez1235,nkh
khia1236,kix
khia1237,nky
khin1240,kjj
khir1237,kwx
khis1238,kqm
khlo1239,llo
khlu1236,ykl
khmu1256,kjg
khoi1250,xkc
khoi1251,nkb
khol1240,ktc
khor1269,kmz
khot1251,kho
khow1242,khw
khua1243,xhv
khue1238,khf
khum1248,cnk
khum1250,cka
khun1255,kfm
khun1259,kkh
khva1239,khv
khwa1238,xco
kibe1241,kie
kibi1239,prm
kich1262,quc
kich1263,qxi
kich1264,cun
kich1265,quu
kich1266,qut
kich1267,quj
kick1244,kic
kika1239,kzg
kiku1240,kik
kild1236,sjd
kili1267,kij
kili1268,klb
kilm1241,kih
kima1244,kqr
kima1246,kig
kimb1241,kmb
kimb1242,kiv
kimk1238,sbt
kimm1245,mji
kimm1246,kia
kimr1241,kqp
kina1250,krj
kina1251,kco
kina1252,cbw
kinn1249,kfk
kint1239,knq
kinu1239,kkd
kiny1244,kin
kiok1239,ues
kion1242,kkm
kior1239,xko
kiow1264,apk
kiow1266,kio
kips1239,sgc
kipu1237,kyi
kirb1236,kkr
kire1240,geb
kirg1245,kir
kiri1254,okr
kiri1256,kiy
kirm1248,kiu
kiry1234,fkk
kisa1261,xis
kisa1263,lks
kisa1264,kqh
kisa1266,kje
kisi1243,kiz
kiss1246,kis
kist1241,gru
kita1247,zkt
kita1249,mwk
kitj1240,gia
kits1249,kii
kitu1245,mkw
kitu1246,ktu
kiza1239,izm
klad1234,lda
klam1254,kla
klao1243,klu
klia1235,kqt
klin1234,tlh
koal1240,kib
koas1236,cku
koba1240,kpd
kobi1241,kcj
kobo1248,kgu
kobo1249,kpw
koch1247,thq
koch1250,kdq
koch1253,dhw
koda1236,cdz
koda1254,ksz
koda1255,kfa
kode1237,vko
kodi1246,kwp
kodi1247,kod
koen1239,kcs
kofa1236,kso
kofe1239,kpi
kofy1242,kwl
kogu1234,zkg
kohi1248,plk
kohi1250,kkx
koho1244,kpm
koho1245,kob
kohu1244,bcs
koii1238,kkt
koir1240,nkd
koit1244,kqi
koiw1243,kxt
koka1244,ktd
koka1245,nxk
kokb1239,trp
koke1240,kou
kokn1236,gko
koko1265,xod
koko1267,kzn
koko1269,kkk
koko1273,okg
kola1285,kvv
kolb1240,klc
kolb1241,ekl
kolc1235,biw
koli1253,skn
kolk1234,wbs
kolo1267,klm
kolp1236,kol
kols1241,ksh
kolu1245,klx
kolu1247,dkl
koma1266,kmy
komb1272,xbi
komb1273,kpf
komb1274,tyn
komc1235,bkm
kome1238,kge
komi1267,kom
komi1268,kpv
komi1269,koi
komi1270,kmm
komi1271,xoi
komo1258,xom
komo1260,kmw
komo1261,kvh
komp1237,kvp
komy1238,kzv
kona1242,kxw
kond1295,kfc
kond1303,knd
kone1241,kdw
konk1267,knn
konk1268,kkn
konk1269,xon
konn1242,kma
kono1264,klk
kono1265,kcz
kono1267,knu
kono1268,kno
kono1269,koa
kons1243,kxc
kony1248,nbe
kony1250,mku
konz1239,koo
koon1244,kng
koon1245,ozm
kooo1244,fuj
koor1239,kqy
kopa1248,xop
kopk1238,opk
kora1291,kcy
kora1292,kqz
kora1294,kpr
kora1296,koz
kore1273,kvk
kore1279,okh
kore1280,kor
kore1283,coe
kork1243,kfq
korl1238,vkp
koro1296,ktl
koro1298,kfz
koro1304,krp
koro1306,kfo
koro1308,krf
koro1310,bpr
koro1311,xkq
koro1312,khe
koro1313,kqj
koro1316,jkr
koro1323,vkn
koro1324,vkz
korr1238,kfd
koru1245,kpq
koru1247,xor
korw1242,kfp
kory1246,kpy
kosa1249,kkl
kosa1251,kiq
kose1239,kze
kosh1246,kid
kosr1238,kos
kota1263,kfe
kota1272,kqk
kota1274,koq
kota1275,mqg
kota1278,ktr
kota1279,grm
kota1280,avk
koti1238,eko
kott1239,zko
kouy1238,kyf
kova1243,kqb
kove1237,kvc
kowa1245,xow
kowi1239,kwh
koya1251,kff
koya1253,kga
koyo1242,koh
koyr1240,khq
koyr1242,ses
koys1242,kqd
koyu1237,koy
kpag1238,kuw
kpal1241,kpl
kpan1246,kpk
kpas1242,pbn
kpat1244,kym
kpat1246,koc
kpee1234,cpo
kpes1238,kef
kpla1238,kph
krac1238,kye
krah1246,xra
krao1238,rka
kren1239,kqq
krev1234,zkv
krey1238,xre
krik1239,xri
krim1238,krm
krio1252,rop
krio1253,kri
kris1246,ksi
krob1245,kxb
kron1241,kgo
krui1237,krq
krun1240,krr
krym1236,jct
kryt1240,kry
kuaa1238,tyu
kuam1234,yku
kuan1246,uan
kuan1247,kua
kuan1248,ksd
kuan1249,ykn
kuan1250,xnh
kuba1248,ugh
kube1244,kgf
kubi1239,kof
kubo1242,jko
kubu1239,kvb
kuco1235,lkc
kudi1237,kfg
kudm1238,kyw
kudu1241,kov
kuga1239,kow
kugb1241,kes
kuii1252,kxu
kuii1253,kvd
kuij1237,dkr
kuik1246,kui
kuja1239,vkj
kuka1246,kux
kuke1242,kez
kukk1239,kfn
kukn1238,kex
kuku1273,gvn
kuku1279,xmq
kuku1280,uwa
kuku1281,ugb
kuku1282,xmp
kuku1283,xmh
kuku1285,ukv
kula1280,tpg
kule1247,kul
kulf1238,kxj
kuli1254,vkl
kuli1255,xpk
kull1236,kfx
kulo1237,pzh
kulo1238,uon
kulu1253,kle
kulu1255,bbu
kuma1273,kfy
kuma1274,kmj
kuma1275,kdi
kuma1276,nee
kuma1278,ksl
kuma1280,kue
kumb1238,ksm
kumb1267,wkb
kumb1268,kgs
kumb1274,xks
kumh1238,kra
kumi1248,dih
kumu1247,kuo
kumy1244,kum
kumz1235,zum
kuna1268,kun
kunb1251,wlg
kund1253,wku
kund1255,kdn
kund1257,shd
kunf1238,xuf
kung1258,kgl
kung1259,ggk
kung1260,kfl
kung1261,knw
kung1262,kvs
kuni1263,kse
kuni1265,kvg
kuni1267,kup
kuni1268,xug
kunj1245,kjn
kunj1246,pep
kuny1238,njx
kunz1244,kuz
kuoo1238,xuo
kuot1243,kto
kupa1238,kug
kupa1239,mkn
kupi1238,key
kups1238,kpz
kura1248,nqk
kura1249,krh
kura1250,knk
kurd1259,kur
kuri1256,kfh
kuri1259,kuj
kuri1260,nbn
kurm1243,kfv
kurr1243,vku
kurr1245,kuv
kurt1248,xkz
kurt1250,ktm
kuru1301,kru
kuru1305,kjr
kuru1309,kyr
kusa1250,kus
kusa1251,ksg
kush1236,kuh
kusu1250,kgg
kusu1252,ksv
kuta1241,ght
kute1248,kub
kute1249,kut
kuth1240,xut
kutt1236,kpa
kutu1262,khj
kutu1263,kdc
kuuk1238,kuy
kuuk1243,uky
kuun1236,lku
kuva1244,olu
kuvi1243,kxv
kuwa1246,cwt
kuwa1247,blh
kuyy1240,kdt
kven1236,fkv
kwaa1262,kwb
kwaa1265,bko
kwaa1269,ksq
kwad1244,kwz
kwad1248,wka
kwai1243,kwd
kwaj1242,kdz
kwak1264,kwq
kwak1266,kwu
kwak1269,kwk
kwal1258,qwt
kwam1249,kmq
kwam1250,ktf
kwam1251,kwm
kwam1252,tnk
kwam1254,okk
kwan1273,kwn
kwan1276,knp
kwan1278,kwj
kwan1285,kvi
kwan1289,xdo
kwar1239,kwf
kwas1243,nmg
kwat1244,kop
kway1241,kya
kwaz1243,xwa
kweg1241,xwg
kwer1261,cwe
kwer1263,xwr
kwer1264,kkb
kwer1265,kwr
kwes1244,kws
kwes1245,kwt
kwin1241,gww
kwin1242,kuc
kwin1243,kww
kwom1262,kmo
kxau1241,aue
kxoe1243,xuu
kyak1243,bka
kyak1244,kyc
kyen1242,tye
kyen1243,kql
kyer1238,kgy
laad1235,ldn
laal1241,bwj
laal1242,gdm
laar1238,ldi
laba1241,lau
labe1239,lbb
labi1244,lbi
labi1245,jku
labo1243,ypb
labo1244,mwi
labu1248,lbu
labu1249,dtb
labw1238,lth
laca1243,lac
lach1248,lbt
lach1249,zpl
lach1250,zpa
lach1251,ztc
lada1244,lbj
ladi1250,lld
ladi1251,lad
ladj1234,llj
laek1243,lkl
lafo1243,laf
lagh1245,lgh
lagh1246,lgb
lagw1237,kot
laha1250,lha
laha1251,lhh
laha1253,lhn
laht1236,kvt
lahu1250,lhl
lahu1252,lhi
lahu1253,lhu
lahu1255,kds
laim1240,lmx
lait1239,clj
laiy1246,lji
laka1252,lak
laka1254,lap
laka1255,lka
lake1258,lmw
lakh1240,lkh
laki1244,lki
lakk1238,lbc
lakk1252,lbe
lako1244,dic
lako1245,lkn
lako1247,lkt
lako1248,lkd
laku1238,lxm
lala1261,lla
lala1264,leb
lala1268,nrz
lala1270,cnl
lali1242,lal
lama1275,las
lama1277,slp
lama1278,lmr
lama1279,lmq
lama1288,hia
lama1289,lay
lama1290,lmm
lamb1269,lmn
lamb1271,lam
lamb1272,lai
lamb1273,lmy
lamb1276,quf
lamb1277,lmh
lame1256,lbn
lame1257,bma
lame1260,lmu
lamj1245,ldh
lamk1238,lmk
lamm1241,lev
lamn1239,lns
lamo1244,lmg
lamp1242,abl
lamp1243,ljp
lamu1254,lby
lamu1257,llh
lana1236,ruu
land1256,ldm
land1262,dyk
lang1248,sfb
lang1316,yln
lang1318,lna
lang1320,lag
lang1322,lno
lang1324,laj
lang1328,lnm
lang1333,yne
lang1334,lnc
lang1343,lgo
lano1248,lnh
laom1237,lwm
laon1234,nlq
laoo1244,lao
laop1234,lbg
laos1235,lso
lapa1249,ztl
lapu1236,laa
lara1258,lrg
lara1260,lrt
lard1243,lbz
lare1249,lrv
larg1235,hmd
lari1253,lrl
lari1255,alo
laro1243,lro
lart1238,lar
laru1238,lan
lasa1237,llm
lasd1234,zcd
lasg1238,lsa
lash1243,lsi
lasi1242,lss
lati1261,lat
latu1237,ltu
latu1238,ltn
latv1245,lsl
latv1249,lav
laua1243,llx
laua1245,luf
lauj1238,law
laur1249,lur
laur1250,lre
laut1236,clt
lauu1247,llu
lava1239,lbv
lave1248,lbo
lave1249,brb
lavu1241,lvk
lawa1257,lbx
lawi1235,lvi
lawu1237,tgi
lawu1238,lwu
laya1253,lya
lazz1240,lzz
leal1235,cle
leco1242,lec
ledo1238,lew
leel1242,ldk
lefa1242,lfa
lega1249,lea
lega1250,lgm
legb1242,agb
lege1241,lcc
leha1242,cae
leha1243,tql
leha1244,urr
lein1237,lzn
leip1237,lek
lela1246,llk
lele1264,lef
lele1265,lel
lele1266,llc
lele1267,lpa
lele1270,lle
lele1276,lln
lema1244,lmt
lemb1266,leq
leme1238,lrz
lemi1243,lei
lemn1237,xle
lemo1242,ldj
lemo1243,ley
lena1238,tnl
lenc1244,len
lend1245,led
leng1258,lej
leng1259,lgr
leng1260,lgi
leni1238,lnj
lenj1248,leh
lenk1247,ler
leny1238,ldg
lepc1244,lep
lepk1238,lpe
lepo1240,xlp
lere1241,gnh
lese1243,les
lesi1239,let
lete1241,nms
leti1245,leo
leti1246,lti
levu1239,lvu
lewo1242,lww
lewo1243,lwe
lewo1244,lwt
leyi1238,ayi
lezg1247,lez
lhok1238,lhp
lhom1239,lhm
liab1237,lix
lian1251,njn
lian1252,zln
lian1255,ste
libe1240,lir
libe1247,xpe
libi1244,liz
libi1250,liq
libo1242,lbl
liby1235,lbs
liby1240,ayl
ligb1244,lig
lige1238,lgz
ligu1248,lij
lihi1237,lih
liji1238,mgi
lika1243,lik
liki1240,lie
liki1241,lio
liku1242,kxx
liku1243,lib
likw1239,kwc
lila1246,lll
lill1248,lil
lima1246,bme
limb1263,lim
limb1266,lif
limb1268,lmp
limi1243,ylm
limo1248,kmk
limo1249,qlm
limo1250,lms
lind1248,klw
ling1242,pml
ling1262,onb
ling1263,lin
ling1265,lgk
ling1267,lfn
ling1268,lii
lint1237,lnt
lioo1240,ljl
lipa1241,apl
lipo1242,lpo
lisa1239,lcs
lise1239,lcl
lish1235,lsh
lish1245,aij
lish1246,trg
lish1247,lsd
lisu1250,lis
lite1248,lzh
lith1236,lls
lith1251,lit
litz1237,lzl
liuj1238,zlj
liuq1235,zlq
livv1243,olo
livv1244,liv
loar1234,lrk
loba1239,loq
lobi1245,lob
lodh1246,lbm
logb1245,lgq
logi1239,lqr
logo1258,rag
logo1259,log
logo1261,liu
logo1262,lof
logu1236,src
loja1235,qvj
lojb1234,jbo
loka1252,yaz
loko1254,lky
loko1255,lok
lola1248,lcd
lola1250,llq
lole1239,llg
lolo1259,ycl
lolo1261,llb
lolo1264,loa
loma1235,rmi
loma1258,loi
loma1260,lom
loma1261,lmv
lomb1254,lmi
lomb1257,lmo
lomb1260,loo
lomw1241,ngl
lonc1237,lce
long1375,lpn
long1387,wok
long1389,lnu
long1395,lgu
long1406,ttw
loni1238,los
lonw1238,crc
lonz1238,lnz
looo1238,ldo
lopa1238,lop
lopi1242,lpx
lopi1243,lov
lora1237,lrn
lore1243,spq
lore1244,lnn
lote1237,uvl
loth1237,njh
loto1240,lht
lotu1250,dtr
loui1240,lou
loun1239,lox
loup1243,xlo
loup1245,xlb
louu1245,loj
lowa1242,loy
lowe1385,dsb
lowe1388,sli
lowe1395,tto
lowe1407,nsb
lowe1412,kml
lowe1415,dni
lowe1425,taa
lowe1427,cea
lowe1436,axl
lowe1441,poj
lowl1260,clo
lowl1265,tac
loxi1235,ztp
lozi1239,loz
luaa1235,prb
luan1263,lex
luba1249,lua
luba1250,lub
lubi1238,kcc
lubu1241,lcf
lubu1243,knb
luch1239,lch
lucu1238,luq
ludi1246,lud
lufu1237,ldq
lugb1240,lgg
lugu1238,ruf
luhu1243,lcq
luia1234,lba
luim1238,lum
luis1253,lui
lukp1238,dop
lule1238,ule
lule1254,smj
lumb1237,lmz
lumb1249,lup
lumb1250,luu
lumu1239,lmd
luna1243,luk
luna1244,luj
lund1266,lun
lund1271,lnd
lund1276,nzr
lung1249,lga
luoc1235,luw
luok1236,luo
luop1235,hml
luri1256,ldd
luse1252,lse
lush1249,lus
lush1252,lut
lush1256,dsk
lusi1235,xls
lusi1240,khl
luto1241,ndy
luuu1242,khb
luva1239,lue
luwa1238,luv
luwo1239,lwo
luxe1241,ltz
luya1241,lyn
lwal1238,lwa
lwel1234,lvl
lyci1241,xlc
lydi1241,xld
lyel1241,lee
lyng1241,lyg
lyon1239,lsg
maaa1253,cma
maak1236,mew
maan1238,mhy
maas1239,ffm
maay1238,ymm
maba1270,mmz
maba1273,mfz
maba1277,mde
maba1278,mqa
maba1279,kkg
mabi1242,muj
maca1259,mbn
maca1260,mca
maca1261,mcl
maca1262,mzs
mace1250,mkd
mach1265,mvw
mach1266,jmc
mach1267,mcb
mach1268,mpd
maco1239,wpc
macu1259,mbc
macu1260,myy
mada1271,mzc
mada1282,mda
mada1285,mmx
mada1293,mxu
mada1299,mqd
made1252,msj
made1253,xmx
madh1244,dmd
madi1260,mhi
madi1261,grg
madn1237,zml
madu1248,kmd
maee1241,mme
maen1235,itt
mafa1239,maf
mafe1237,mkv
maga1260,mag
maga1263,sgb
maga1264,mtw
magd1235,xtm
magh1238,gmd
magi1241,blx
magi1243,gkd
magi1244,gmg
mago1246,gmx
mago1248,zgr
magu1243,mdh
maha1287,bfz
maha1291,mjx
maha1305,pmh
maha1308,xkm
mahe1238,mja
mahi1248,mjy
maho1248,mhb
maho1249,mxx
maia1251,mzz
maia1253,tnh
maia1254,sks
maib1239,ayz
maii1238,mmm
mail1248,mgu
main1267,vmf
main1272,cwb
main1275,xkl
mais1250,mbq
mait1250,mai
maiw1249,mum
maiw1250,wmm
maiw1251,mti
maja1242,mpe
maje1243,xmj
majh1236,mmj
majh1253,mjz
maka1304,mcp
maka1305,mfp
maka1311,mak
maka1315,aup
maka1316,mkz
maka1318,myh
makc1235,mkg
make1251,bjp
makh1260,vmk
makh1261,mgh
makh1262,xmc
makh1264,vmw
makh1265,mhm
makh1266,xsq
makl1245,mjb
makl1246,mgf
makn1235,pbl
mako1250,zmh
mako1251,kde
maku1246,xak
maku1273,jmn
maku1277,lva
maku1278,mpu
makw1236,ymk
maky1235,umn
mala1256,lon
mala1412,xml
mala1431,mld
mala1457,ima
mala1458,ymr
mala1459,mjo
mala1463,mjr
mala1464,mal
mala1466,mjq
mala1468,mjp
mala1471,ruy
mala1475,swk
mala1479,zlm
mala1480,xdy
mala1481,xmm
mala1482,ccm
mala1484,mln
mala1487,mqz
mala1489,mmt
mala1491,mlz
mala1494,ped
mala1495,mkr
mala1522,mbp
mala1533,mcm
mala1546,mly
mala1549,lws
malb1235,bfo
male1282,pkt
male1284,mdy
male1289,mgl
male1291,mdc
male1292,pqm
male1297,gut
malf1237,mlx
malg1242,vml
malg1250,mxf
mali1279,mgq
mali1280,mzd
mali1283,mli
mali1284,gcc
mali1285,tcf
mali1287,mwj
mali1288,sic
mall1246,mlf
malo1243,mla
malo1245,mbk
malp1246,mkb
malt1238,mdl
malt1254,mlt
malu1245,mll
malv1243,mup
maly1234,yga
mama1271,myk
mama1272,mma
mama1275,mmn
mama1276,mqj
mama1277,mhf
mama1278,wmd
mamb1294,mcs
mamb1296,mgr
mamb1305,mvd
mamb1306,mgm
mamc1234,mvc
mamm1241,mam
mamp1244,maw
mams1234,mms
mamt1234,mpf
mamt1235,mvj
mamu1254,kdf
mamu1255,mqx
mamu1257,emm
mamv1243,mdi
mana1248,znk
mana1288,nmm
mana1295,mva
mana1298,mle
manc1252,mnc
mand1409,mjl
mand1413,mha
mand1415,cmn
mand1416,zma
mand1417,zmk
mand1419,mfv
mand1423,mgs
mand1425,mqu
mand1436,mnk
mand1440,tbf
mand1442,mdr
mand1443,mqr
mand1444,aax
mand1445,bwp
mand1446,mhq
mand1448,mht
mane1266,jet
mang1378,zng
mang1381,mpc
mang1382,zme
mang1383,mem
mang1387,myj
mang1394,mdj
mang1396,mdk
mang1398,mge
mang1399,kby
mang1401,mrv
mang1403,mbh
mang1404,mmo
mang1405,mqy
mang1408,mqc
mang1416,zns
mani1235,mnx
mani1292,mni
mani1294,xkb
mani1297,mqp
mank1251,knf
mank1256,nlm
manm1238,mml
mann1245,mju
mann1246,mjv
mann1248,mev
mano1275,woo
mans1258,mns
mans1259,msw
mans1262,msk
mant1265,nty
mant1267,myg
manu1255,kxf
manu1258,wha
manx1243,glv
many1258,mxc
many1259,mny
many1261,mzj
manz1243,mzv
maon1238,nbi
maon1241,mmd
maor1244,swb
maor1246,mri
mapa1244,mjn
mape1249,mlh
mape1250,mnm
mapi1250,mpy
mapi1252,mpw
mapo1242,bzh
mapo1246,mcg
mapu1244,sjm
mapu1245,arn
maqu1238,mch
mara1373,vmh
mara1378,mar
mara1379,nma
mara1382,mrh
mara1385,mec
mara1386,zmr
mara1392,lrm
mara1393,lri
mara1396,mgb
mara1397,mvr
mara1399,mrs
mara1404,mrw
mara1407,myd
marb1239,mpg
mard1245,dsz
mare1260,vmr
mare1261,mrx
marf1238,mvu
marg1251,mhg
marg1253,zmc
marg1254,qvm
marg1265,mrt
marg1266,mfm
mari1278,chm
mari1381,nsr
mari1414,mrr
mari1416,nng
mari1417,zmm
mari1419,zmt
mari1421,zmj
mari1422,zmd
mari1423,zmy
mari1424,mfr
mari1426,mrb
mari1428,dad
mari1429,hob
mari1430,mqi
mari1432,mbx
mari1435,mbw
mari1438,mds
mari1440,mrc
mari1442,msp
mark1255,enb
mark1256,rkm
marm1234,rmz
maro1244,mvo
marr1256,xru
mars1254,mah
mart1251,mre
mart1254,zmg
mart1255,vma
mart1256,mpj
maru1249,mhx
maru1252,mzr
marw1256,mve
marw1260,rwr
masa1299,myx
masa1300,mas
masa1307,tis
masa1322,mcn
masb1237,bks
masb1238,msb
mash1267,mho
mash1269,jms
mash1270,cuj
masi1265,ism
masi1266,bnf
masi1268,msh
mask1241,mhh
mask1242,klv
masl1241,msv
masm1239,mes
mass1262,mdg
mass1263,mvs
mata1288,mtn
mata1306,mfh
mata1313,wtb
matb1237,xmt
mate1258,mgv
mate1260,mqe
mati1250,mbt
mati1253,mzo
mati1255,mpq
mato1250,mtm
mato1252,met
mato1253,axg
mats1244,mcf
matt1238,mvb
matu1259,mgw
matu1261,mjk
maty1235,stj
maun1240,mph
maun1243,cty
maur1240,lsy
mauw1238,mhl
mawa1236,wma
mawa1266,mjj
mawa1267,mcz
mawa1270,mcw
mawa1271,mzx
mawc1242,mke
mawe1251,mgk
maxa1247,mbl
maxi1236,mxl
maya1280,xmy
maya1281,sym
maya1282,slz
maya1285,yan
maya1286,yus
maye1238,myc
mayi1234,xyt
mayi1235,xyj
mayi1236,xyk
mayk1239,mnt
mayo1261,mdm
mayo1262,ifu
mayo1264,mfy
maza1291,mzn
maza1292,mzl
maza1294,zpy
maza1296,vmz
maza1304,dkx
mbaa1245,mfc
mbab1239,vmb
mbal1255,lnb
mbal1257,mdp
mban1262,mgn
mban1263,zmz
mban1264,mxg
mban1268,zmn
mbar1253,zmv
mbar1254,mvl
mbar1260,mpk
mbat1247,gwa
mbat1248,mdn
mbay1241,myb
mbed1242,xmd
mbee1249,mfo
mbee1250,mtk
mbel1240,mql
mber1257,mdt
mbes1238,zms
mbes1239,emz
mboc1235,mbo
mbod1238,zmw
mboi1246,moi
mbok1243,mdu
mbol1247,mdq
mbon1252,xmb
mbon1253,bgu
mbos1242,mdw
mbow1246,mxo
mbre1244,mka
mbug1240,mhd
mbug1242,mgz
mbuk1240,mhw
mbuk1243,mqb
mbuk1244,bpc
mbul1258,mbv
mbul1260,mbu
mbul1262,mlb
mbul1263,mna
mbum1254,mdd
mbun1248,mgy
mbun1249,mck
mbur1239,bbt
mbuu1238,muc
mbwe1238,mfu
mbya1239,gun
meaa1237,meg
mede1237,mjm
mede1238,dmf
medi1245,mue
medi1249,mwx
medn1235,mud
medu1238,byv
meen1242,mym
mefe1242,mfj
mega1243,mef
megl1237,ruq
mehe1243,nux
mehi1240,mmh
mehr1241,gdq
meke1243,mek
mekm1240,mvk
mekw1241,msf
mele1250,mxe
melk1242,hkn
melo1242,mfx
melp1238,med
memo1238,mby
mend1261,mfd
mend1266,men
mend1267,xkd
mend1268,sim
meng1263,mct
meng1264,xmg
meng1267,mee
menk1238,mea
meno1252,mez
ment1249,mwv
meny1245,mcr
meos1237,mvx
mera1242,mxm
mere1242,lmb
mere1246,meq
meri1244,ulk
merl1237,mrm
mero1237,xmr
merr1239,mnu
meru1245,mer
merw1238,wry
mesa1245,iyo
mesc1238,apm
mese1244,mci
mesk1242,sac
mesm1239,zim
mesm1243,mys
meso1252,acm
mesq1240,mvz
mess1244,cms
meta1238,mgo
metl1238,mxv
mewa1249,mtr
mewa1250,wtm
mexi1237,mfs
meya1236,mej
mezo1235,pbe
mezq1235,ote
mfin1238,zmf
mfum1238,nfu
mgbo1238,gmz
miah1235,zam
miam1252,mia
mian1254,pla
mian1256,mpt
miar1236,xmi
mich1243,crg
mich1245,ncl
mich1246,mmc
midd1316,frm
midd1317,enm
midd1318,gml
midd1321,dum
midd1327,mpl
midd1343,gmh
midd1344,ltc
midd1351,xng
midd1357,bdy
midd1360,mga
midd1376,xhm
midg1235,dnt
mido1240,mei
mids1243,bjo
miga1241,mpp
miga1249,mmy
miju1243,mxj
mika1239,mik
mikm1235,mic
mili1235,ymh
milt1241,mlj
milu1241,iml
mily1238,imy
mimi1246,miv
mina1267,myi
mina1268,min
mina1269,mvn
mina1274,mcv
mina1276,hna
mina1279,inm
minb1244,mnp
mind1253,cdo
mind1255,mpn
mind1263,drc
ming1252,xmf
ming1254,mko
mini1251,vmg
mini1253,wii
mini1256,hto
mink1237,xxm
minn1241,nan
mino1236,omn
mino1243,mqq
minr1238,mnq
mint1239,mzt
minz1235,czo
minz1236,zgm
miqi1235,yiq
mira1251,mwl
mire1238,mvh
mirg1238,zrg
miri1266,mep
miri1270,mmv
miri1273,rsm
mirn1245,gmr
mirp1238,pmu
mish1244,mjs
misi1242,mrg
misi1243,mpx
misk1235,miq
mitl1235,vmm
mitl1236,zaw
mitt1253,mwu
mitu1240,zmq
miuu1237,mpo
miwa1242,vmi
mixe1288,gac
mixi1241,mfg
mixt1425,mix
mixt1426,zpm
miya1259,mvi
miya1266,mkf
miya1268,ehs
miyo1238,soy
mlab1235,mra
mlah1239,lhs
mlap1238,kja
mlom1238,mlo
mmaa1238,mmu
mmen1238,bfm
moab1234,obm
moba1244,mfq
mobi1236,mod
mobu1235,ahm
mobw1234,jkm
moch1255,mhn
moch1256,old
moch1257,mhc
moch1259,omc
moco1246,moc
moda1242,gbn
moda1244,mxd
mode1248,ell
modo1249,mqo
moer1240,mvq
mofu1248,mif
mogh1245,mhj
mogu1251,mou
moha1256,mov
moha1258,moh
mohe1244,mof
moic1236,mow
moii1235,mxn
moik1239,mkp
moin1241,mwz
moin1242,mob
moji1238,ymi
moke1240,mft
moke1242,mwt
moki1238,mkj
mokk1243,mqt
mokl1243,mkm
moko1243,mkl
mokp1239,bri
moks1248,mdf
moks1249,vms
mola1238,mbe
molb1237,pwm
mold1243,vsi
mold1248,mol
mole1238,bxc
moli1248,mox
molm1235,aun
molo1257,zmo
molo1262,msl
molo1266,mlw
moma1242,myl
moma1243,msz
momb1254,dmb
momi1242,mmb
momj1237,ver
momu1241,mqf
mona1241,mzg
mond1265,npn
mong1264,msr
mong1330,bxm
mong1331,mon
mong1338,lol
mong1342,mog
mong1344,mgt
moni1237,mom
moni1261,mnz
monn1252,mnw
mono1268,moo
mono1269,mru
mono1270,mnh
mono1273,mte
mono1275,mnr
mons1234,nmh
mont1268,moe
mont1280,mtl
mont1282,cnr
monz1249,moj
mooo1239,gwg
moos1236,crm
mopa1243,mop
mora1239,msg
mora1273,mze
morb1239,moq
more1258,msx
more1259,nhm
more1262,xmo
mori1268,xmz
mori1269,mzq
mori1271,mdb
mori1278,mfe
morm1235,mhz
moro1242,xms
moro1281,bdo
moro1284,mgc
moro1285,mor
moro1286,mrp
moro1287,mqn
moro1289,mok
moro1292,ary
mort1237,mrl
moru1253,mgd
mose1249,cas
mosi1247,mwy
mosi1248,mqv
mosk1236,mtj
moss1236,mos
mota1237,mtt
motl1237,mlv
motu1246,meu
mouk1239,mwh
moun1252,kpx
mouw1234,jmw
movi1243,mzp
moya1235,ity
moyo1238,nmo
moza1235,mzy
moza1249,mxi
moza1251,xnq
mpad1242,mpi
mpal1238,xpj
mpie1238,mcx
mpii1239,mpz
mpin1234,pnd
mpon1254,mgg
mpot1240,mpa
mpot1241,mvt
mpuo1241,zmp
mpur1239,akc
mroc1235,cmr
mruu1242,mro
mser1242,kqx
mtir1235,agz
mtir1236,atl
mual1241,mtd
muba1238,tsx
mubi1246,mub
muda1235,ymd
mudb1240,dmw
mudh1235,gau
mudu1239,udg
mudu1241,vmd
mudu1242,wiv
mufi1238,aoj
mugo1238,muk
muin1242,bmr
muji1236,ymj
mukh1238,mmk
muko1237,vmo
muku1242,moz
mula1253,mlm
mula1254,mfw
mull1237,mpb
mull1244,kpb
mulu1243,vmu
mumm1238,kqa
muna1247,mnb
munc1235,mwq
mund1320,unr
mund1321,unx
mund1325,mua
mund1326,muh
mund1327,mnf
mund1328,boe
mund1330,myu
mund1334,mmf
mund1339,muw
mung1266,mhk
mung1269,mth
mung1272,mpv
muni1257,mtc
muni1258,myr
munj1244,mnj
muns1251,umu
muon1246,mtq
mura1271,asx
muri1259,mxr
muri1260,mtf
murk1238,rmh
murl1244,mur
murp1234,tkv
murr1258,mwf
murs1242,muz
muru1266,zmu
muru1273,mqw
muru1274,huu
musa1263,smm
musa1265,mmi
musa1266,mmq
muse1242,mse
musg1254,mug
mush1238,xma
musi1241,mui
musk1256,mje
musl1236,ttt
muso1238,msu
muss1246,emi
muth1236,muv
muts1243,css
mutu1242,tuc
muya1243,muy
muyu1244,myw
muzi1235,ymz
mvan1238,mcj
mvub1239,mxh
mwag1236,sur
mwal1237,wlc
mwan1247,wmw
