,name,macroarea,latitude,longitude,glottocode,countries,family_id,lineage,level,category,aes
16347,Mingad,Eurasia,46.566667,45.316667,ming1257,,mong1349,,dialect,Dialect,
16348,Khowd Dörwöd,Eurasia,46.566667,45.316667,khow1243,,mong1349,,dialect,Dialect,
16349,Altai Uriankhai,Eurasia,46.566667,45.316667,alta1280,,mong1349,,dialect,Dialect,
16350,Zakhchin,Eurasia,46.566667,45.316667,zakh1248,,mong1349,,dialect,Dialect,
16351,Dambi-Ööld,Eurasia,46.566667,45.316667,damb1251,,mong1349,,dialect,Dialect,
16352,Altai Torguud,Eurasia,46.566667,45.316667,alta1279,,mong1349,,dialect,Dialect,
16353,Torgut,Eurasia,46.36,46.88,torg1245,,mong1349,,dialect,Dialect,
16354,Buzawa,Eurasia,46.566667,45.316667,buza1239,,mong1349,,dialect,Dialect,
16355,Dörböt,Eurasia,46.566667,45.316667,dorb1242,,mong1349,,dialect,Dialect,
16356,Sabüm,Eurasia,5.34694,101.065,sabu1253,MY,aust1305,,language,Spoken_L1_Language,6
16357,Lanoh,Eurasia,4.90934,100.986,lano1248,MY,aust1305,,language,Spoken_L1_Language,3
16358,Jeher,Eurasia,5.98085,101.026,jehe1240,,aust1305,,dialect,Dialect,
16359,Kedah,Eurasia,5.98085,101.026,keda1249,,aust1305,,dialect,Dialect,
16360,Kensiu Siong,Eurasia,5.98085,101.026,kens1250,,aust1305,,dialect,Dialect,
16361,Kentaq Nakil,Eurasia,5.98085,101.026,kent1255,,aust1305,,dialect,Dialect,
16362,Ijoh,Eurasia,5.98085,101.026,ijoh1239,,aust1305,,dialect,Dialect,
16363,Ulu Selama,Eurasia,5.98085,101.026,ulus1242,,aust1305,,dialect,Dialect,
16364,Jarum,Eurasia,5.98085,101.026,jaru1253,,aust1305,,dialect,Dialect,
16365,Kensiu Batu,Eurasia,5.98085,101.026,kens1249,,aust1305,,dialect,Dialect,
16366,Plus,Eurasia,5.98085,101.026,plus1242,,aust1305,,dialect,Dialect,
16367,Satun,Eurasia,6.88137,100.102,satu1239,,aust1305,,dialect,Dialect,
16368,Nuclear Jehai,Eurasia,5.63695,101.541,nucl1294,,aust1305,,dialect,Dialect,
16369,Batek The,Eurasia,5.63695,101.541,bate1267,,aust1305,,dialect,Dialect,
16370,Mintil,Eurasia,4.59376,101.986,mint1239,MY,aust1305,,language,Spoken_L1_Language,4
16371,Batek,Eurasia,4.8223,102.382,bate1262,MY,aust1305,,language,Spoken_L1_Language,3
16372,Ka-nying,Eurasia,14.5994,107.008,kany1249,,aust1305,,dialect,Dialect,
16373,Ombaa,Eurasia,14.5994,107.008,omba1245,,aust1305,,dialect,Dialect,
16374,Hamong,Eurasia,14.5994,107.008,hamo1235,,aust1305,,dialect,Dialect,
16375,Jrii,Eurasia,14.5994,107.008,jrii1235,,aust1305,,dialect,Dialect,
16376,Kavet,Eurasia,14.1796,106.586,kave1238,KH;LA,aust1305,,dialect,Dialect,3
16377,Budip,Eurasia,11.9777,106.798,budi1247,,aust1305,,dialect,Dialect,
16378,Bulo,Eurasia,11.9777,106.798,bulo1243,,aust1305,,dialect,Dialect,
16379,Mel (Cambodia),Eurasia,12.95,106.31,melc1234,,aust1305,,dialect,Dialect,
16380,Khaonh,Eurasia,12.95,106.31,khao1245,,aust1305,,dialect,Dialect,
16381,Mnong Rolom,Eurasia,12.3939,108.354,mnon1262,,aust1305,,dialect,Dialect,
16382,Mnong Gar,Eurasia,12.3939,108.354,mnon1261,,aust1305,,dialect,Dialect,
16383,Chil,Eurasia,12.3939,108.354,chil1278,,aust1305,,dialect,Dialect,
16384,Mnong Kwanh,Eurasia,12.3939,108.354,mnon1260,,aust1305,,dialect,Dialect,
16385,Southern Mnong,Eurasia,12.06354,107.65424,sout2692,VN,aust1305,,language,Spoken_L1_Language,1
16386,Central Mnong,Eurasia,12.6313,107.301,cent1992,KH;VN,aust1305,aust1305/bahn1264/sout2690/mnon1258/mnon1259/sout2691,language,Spoken_L1_Language,2
16387,Kraol,Eurasia,12.8107,106.539,krao1238,KH,aust1305,,language,Spoken_L1_Language,2
16388,Brijia,Eurasia,21.5721,83.4562,brij1240,,aust1305,,dialect,Dialect,
16389,Manjhi,Eurasia,21.5721,83.4562,manj1248,,aust1305,,dialect,Dialect,
16390,Majhi-Korwa,Eurasia,23.4102,83.8142,majh1254,,aust1305,,dialect,Dialect,
16391,Kera' Mundari,Eurasia,23.03,85.85,kera1257,,aust1305,,dialect,Dialect,
16392,Naguri,Eurasia,23.03,85.85,nagu1245,,aust1305,,dialect,Dialect,
16393,Hasada',Eurasia,23.03,85.85,hasa1250,,aust1305,,dialect,Dialect,
16394,Tamuria,Eurasia,23.03,85.85,tamu1248,,aust1305,,dialect,Dialect,
16395,Bhumij,Eurasia,22.552,85.804,bhum1234,IN,aust1305,,dialect,Dialect,1
16396,Chaibasa-Thakurmunda,Eurasia,23.9596,87.1188,chai1235,,aust1305,,dialect,Dialect,
16397,Lohara,Eurasia,23.9596,87.1188,loha1251,,aust1305,,dialect,Dialect,
16398,Rymbai,Eurasia,24.8237,92.2628,rymb1238,,aust1305,,dialect,Dialect,
16399,Barato,Eurasia,24.8237,92.2628,bara1355,,aust1305,,dialect,Dialect,
16400,Nongtalang,Eurasia,24.8237,92.2628,nong1246,,aust1305,,dialect,Dialect,
16401,Martiang,Eurasia,24.8237,92.2628,mart1253,,aust1305,,dialect,Dialect,
16402,Batau,Eurasia,24.8237,92.2628,bata1284,,aust1305,,dialect,Dialect,
16403,Lakadong,Eurasia,24.8237,92.2628,laka1251,,aust1305,,dialect,Dialect,
16404,Sutnga,Eurasia,24.8237,92.2628,sutn1238,,aust1305,,dialect,Dialect,
16405,Raliang,Eurasia,24.8237,92.2628,rali1240,,aust1305,,dialect,Dialect,
16406,Mynso,Eurasia,24.8237,92.2628,myns1238,,aust1305,,dialect,Dialect,
16407,Shangpung,Eurasia,24.8237,92.2628,shan1273,,aust1305,,dialect,Dialect,
16408,Jowai,Eurasia,24.8237,92.2628,jowa1238,,aust1305,,dialect,Dialect,
16409,Sumer,Eurasia,24.8237,92.2628,sume1240,,aust1305,,dialect,Dialect,
16410,Tai Loi,Eurasia,21.4293,100.985,nucl1289,,aust1305,,dialect,Dialect,
16411,Doi,Eurasia,21.4293,100.985,doii1241,MM,aust1305,,dialect,Dialect,1
16412,South Wa,Eurasia,22.8658,99.375,para1301,CN;MM,aust1305,aust1305/khas1273/pala1352/east2331/waic1245/wala1271/waaa1245,language,Spoken_L1_Language,1
16413,Lavia-Awalai-Damangnuo Awa,Eurasia,22.75,99.4833,awac1238,CN,aust1305,,language,Spoken_L1_Language,2
16414,Zhenkang Wa,Eurasia,23.1024,99.108,nucl1290,CN;MM,aust1305,,language,Spoken_L1_Language,1
16415,Xiyun Va,Eurasia,22.499,99.584,xiyu1235,CN,aust1305,,language,Spoken_L1_Language,2
16416,Eastern Lawa,Eurasia,19.0136,98.7613,east2330,TH,aust1305,aust1305/khas1273/pala1352/east2331/waic1245/wala1271/lawa1256,language,Spoken_L1_Language,6
16417,Western Lawa,Eurasia,19.8678,99.2057,west2396,TH,aust1305,aust1305/khas1273/pala1352/east2331/waic1245/wala1271/lawa1256,language,Spoken_L1_Language,2
16418,Phang,Eurasia,22.0092,99.7405,phan1252,,aust1305,,dialect,Dialect,
16419,Kem Degne,Eurasia,22.0092,99.7405,kemd1239,,aust1305,,dialect,Dialect,
16420,Elbok,Eurasia,42.2646,45.8096,elbo1234,,nakh1245,,dialect,Dialect,
16421,Shaytl,Eurasia,42.2646,45.8096,shay1234,,nakh1245,,dialect,Dialect,
16422,Kidero-Mokok,Eurasia,42.2646,45.8096,kide1234,,nakh1245,,dialect,Dialect,
16423,Shapikh,Eurasia,42.2646,45.8096,shap1241,,nakh1245,,dialect,Dialect,
16424,Asakh,Eurasia,42.2646,45.8096,asak1234,,nakh1245,,dialect,Dialect,
16425,Akusha,Eurasia,42.4257,47.4388,akus1238,,nakh1245,,dialect,Dialect,
16426,Uraxa,Eurasia,42.4257,47.4388,urax1238,,nakh1245,,dialect,Dialect,
16427,North Tabasaran,Eurasia,42.0198,47.8379,nort3393,,nakh1245,,dialect,Dialect,
16428,South Tabasaran,Eurasia,42.0198,47.8379,sout2752,,nakh1245,,dialect,Dialect,
16429,Lezgian,Eurasia,41.5157,47.8951,lezg1247,AZ;GE;KZ;RU;UA,nakh1245,nakh1245/dagh1238/lezg1248/nucl1321/east2790/east2367/aghu1259,language,Spoken_L1_Language,2
16430,Aghulic,,41.8871,47.61715,aghu1260,,nakh1245,,family,Family,
16431,Nidzh,Eurasia,40.9,47.7236,nidz1238,,nakh1245,,dialect,Dialect,
16432,Oghuz (Udi),Eurasia,40.9,47.7236,oghu1245,,nakh1245,,dialect,Dialect,
16433,Oktomberi,Eurasia,40.9,47.7236,okto1238,,nakh1245,,dialect,Dialect,
16434,Urumqi,Eurasia,43.88,87.38,urum1248,,turk1311,,dialect,Dialect,
16435,Turfan,Eurasia,43.88,87.38,turf1238,,turk1311,,dialect,Dialect,
16436,Qomul,Eurasia,43.88,87.38,qomu1235,,turk1311,,dialect,Dialect,
16437,Tarim-Moghal-Kucha,Eurasia,43.88,87.38,tari1267,,turk1311,,dialect,Dialect,
16438,Kashgar-Atush,Eurasia,43.88,87.38,kash1278,,turk1311,,dialect,Dialect,
16439,Ili,Eurasia,43.88,87.38,ilii1241,,turk1311,,dialect,Dialect,
16440,Shusha,Eurasia,40.97768,46.4737,shus1247,,turk1311,,dialect,Dialect,
16441,Ganja,Eurasia,40.97768,46.4737,ganj1240,,turk1311,,dialect,Dialect,
16442,Anambe of Ehrenreich,South America,-3.93574,-46.3683,anam1251,,tupi1275,,dialect,Dialect,
16443,Awá (Guajá),South America,-3.93574,-46.3683,awag1234,,tupi1275,,dialect,Dialect,
16444,Tembe of Capim,South America,-2.6123,-48.2359,temb1281,,tupi1275,,dialect,Dialect,
16445,Tembe of Gurupi,South America,-2.6123,-48.2359,temb1277,,tupi1275,,dialect,Dialect,
16446,Tembe of Guama,South America,-2.6123,-48.2359,temb1280,,tupi1275,,dialect,Dialect,
16447,Guajajára of Pindare,South America,-2.6123,-48.2359,pind1244,,tupi1275,,dialect,Dialect,
16448,Guajajára of Mearim,South America,-2.6123,-48.2359,mear1240,,tupi1275,,dialect,Dialect,
16449,Guajajára of Zutiua,South America,-2.6123,-48.2359,zuti1239,,tupi1275,,dialect,Dialect,
16450,Cocamilla,South America,-4.5,-74.0,coca1261,,tupi1275,,dialect,Dialect,
16451,Cocama,South America,-4.5,-74.0,coca1260,,tupi1275,,dialect,Dialect,
16452,Old Omagua,South America,-3.526,-69.1667,cura1243,,tupi1275,,dialect,Dialect,
16453,San Joaquin de Omaguas,South America,-3.526,-69.1667,curu1244,,tupi1275,,dialect,Dialect,
16454,Yuqui,South America,-16.7875,-64.9438,yuqu1240,BO,tupi1275,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1278/wara1305/siri1279,language,Spoken_L1_Language,3
16455,Jorá,South America,-15.7492,-63.2094,jora1240,BO,tupi1275,,language,Spoken_L1_Language,6
16456,Sirionó,South America,-15.5298,-63.9688,siri1273,BO,tupi1275,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1278/wara1305/siri1279,language,Spoken_L1_Language,5
16457,Tapieté,South America,-21.4169,-62.684,tapi1253,AR;BO;PY,tupi1275,,language,Spoken_L1_Language,3
16458,Eastern Bolivian Guaraní,South America,-20.42,-63.37,east2555,AR;BO;PY,tupi1275,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1277/tupi1283/chir1295,language,Spoken_L1_Language,2
16459,Chiripá,South America,-25.6521,-55.051,chir1286,AR;BR;PY,tupi1275,,language,Spoken_L1_Language,3
16460,Kaiowa,,-23.874225,-55.39954,kaio1234,,tupi1275,,family,Family,
16461,Paraguayan Guaraní,South America,-25.60551,-57.08816,para1311,AR;PY,tupi1275,tupi1275/mawe1252/awet1245/tupi1276/sout3271/tupi1277/tupi1282/para1319,language,Spoken_L1_Language,1
16462,Baticola,South America,-26.0188,-52.711,bati1254,,tupi1275,,dialect,Dialect,
16463,Tambéopé,South America,-26.0188,-52.711,tamb1258,,tupi1275,,dialect,Dialect,
16464,Greater Panjabic,,31.74592958087264,73.78394132127394,lahn1241,,indo1319,,family,Family,
16465,Sindhic,,26.889956598000023,66.63875805166668,sind1279,,indo1319,,family,Family,
16466,Halbi,Eurasia,20.3081,81.3742,halb1244,IN,indo1319,,language,Spoken_L1_Language,1
16467,Nahari,Eurasia,20.4118,81.97747,naha1262,IN,indo1319,,language,Spoken_L1_Language,2
16468,Bhatri,Eurasia,19.26078,82.24055,bhat1265,IN,indo1319,,language,Spoken_L1_Language,1
16469,Kamar,Eurasia,20.5342,81.9101,kama1350,IN,indo1319,,language,Spoken_L1_Language,1
16470,Bhunjia,Eurasia,21.2761,83.1614,bhun1242,IN,indo1319,,language,Spoken_L1_Language,2
16471,Gauda-Kamrupa,,24.60291077068805,89.19862603428847,gaud1237,,indo1319,,family,Family,
16472,Macro-Oriya,,19.04182594709192,82.63406024802357,macr1269,,indo1319,,family,Family,
16473,Rathawi-Palya,,22.123,74.2095,rath1244,,indo1319,,family,Family,
16474,Dungra Bhil,Eurasia,22.306,73.187,dung1251,IN,indo1319,,language,Spoken_L1_Language,1
16475,Gamit,Eurasia,21.0697,73.6839,gami1242,IN,indo1319,,language,Spoken_L1_Language,1
16476,Mawchi,Eurasia,21.5724,73.9956,mawc1242,IN,indo1319,,language,Spoken_L1_Language,1
16477,Nimadi,Eurasia,22.1263,76.1264,nima1243,IN,indo1319,,language,Spoken_L1_Language,1
16478,Garasia Bhil,,24.30815,73.1949,gara1268,,indo1319,,family,Family,
16479,Bauria,Eurasia,25.2977,75.8713,baur1251,IN,indo1319,,language,Spoken_L1_Language,1
16480,Malvi,Eurasia,23.488,75.562,malv1243,IN,indo1319,,language,Spoken_L1_Language,1
16481,Vasave-Noiri,,22.12025,73.70689999999999,vasa1240,,indo1319,,family,Family,
16482,Dhodia-Kukna,Eurasia,21.0656,73.2743,dhod1238,IN,indo1319,,language,Spoken_L1_Language,1
16483,Vaagri Booli,Eurasia,12.215,79.5335,vaag1238,IN,indo1319,,language,Spoken_L1_Language,2
16484,Chodri,Eurasia,20.8803,73.5283,chod1238,IN,indo1319,,language,Spoken_L1_Language,1
16485,Pauri-Nahali,,21.74965333333333,74.64098000000001,paur1240,,indo1319,,family,Family,
16486,Wagdi,Eurasia,23.6888,73.9022,wagd1238,IN,indo1319,,language,Spoken_L1_Language,1
16487,Bhili,Eurasia,20.85,73.9592,bhil1251,IN,indo1319,,language,Spoken_L1_Language,1
16488,Pardhi,Eurasia,19.9989,77.1234,pard1243,IN,indo1319,,language,Spoken_L1_Language,1
16489,Indo-Aryan Central zone,,36.328759476391866,49.59754634004846,indo1322,,indo1319,,family,Family,
16490,Eastern Hindi,,22.764766666666663,82.09005,east2726,,indo1319,,family,Family,
16491,Bihari,,26.40070308230797,83.55787498237916,biha1245,,indo1319,,family,Family,
16492,Sauraseni Prakrit,Eurasia,27.46,77.56,saur1252,IN,indo1319,,language,Spoken_L1_Language,6
16493,Late Middle Indo-Aryan,Eurasia,26.61,78.97,midd1350,IN,indo1319,,language,Spoken_L1_Language,6
16494,Gujarati-Rajasthani,,22.832738559585074,73.23846461360682,guja1255,,indo1319,,family,Family,
16495,Khandesi,Eurasia,21.3181,74.142,khan1272,IN,indo1319,,language,Spoken_L1_Language,1
16496,Dhanki,Eurasia,20.7719,73.7418,dhan1264,IN,indo1319,,language,Spoken_L1_Language,1
16497,Central Pahari,,30.03415,79.3686,cent1977,,indo1319,,family,Family,
16498,Eastern Pahari,Eurasia,27.5947033333,87.6200833333,east1436,NP,indo1319,,family,Family,
16499,Marathi-Konkani,,17.02651704625993,74.87275423509324,mara1422,,indo1319,,family,Family,
16500,Katkari,Eurasia,18.20687,73.287713,katk1238,IN,indo1319,,language,Spoken_L1_Language,1
16501,Miraski,Eurasia,34.166825,74.330455,mira1252,,indo1319,,dialect,Dialect,
16502,Poguli,Eurasia,34.166825,74.330455,pogu1238,,indo1319,,dialect,Dialect,
16503,Vamraz,Eurasia,34.166825,74.330455,vamr1234,,indo1319,,dialect,Dialect,
16504,Kamraz,Eurasia,34.166825,74.330455,kamr1240,,indo1319,,dialect,Dialect,
16505,Maraz,Eurasia,34.166825,74.330455,mara1420,,indo1319,,dialect,Dialect,
16506,Kishtwari,Eurasia,34.166825,74.330455,kish1245,,indo1319,,dialect,Dialect,
16507,Kullu Pahari,Eurasia,31.8339,77.3772,kull1236,IN,indo1319,,language,Spoken_L1_Language,3
16508,Sirmauri,Eurasia,31.1,77.17,sirm1239,IN,indo1319,,language,Spoken_L1_Language,1
16509,Mahasu Pahari,Eurasia,31.0088,77.5317,maha1287,IN,indo1319,,language,Spoken_L1_Language,1
16510,Indo-Aryan Kinnauri,Eurasia,31.784,77.064,hari1246,IN,indo1319,,language,Spoken_L1_Language,1
16511,Hinduri,Eurasia,31.016,77.144,hind1267,IN,indo1319,,language,Spoken_L1_Language,3
16512,Chamealic,,32.31867883770704,76.40346526121041,cham1331,,indo1319,,family,Family,
16513,Kangri-Dogri,Eurasia,32.2342,76.03855,indo1311,IN,indo1319,,family,Family,
16514,Kohistanic Shina,,35.166250000000005,72.98185000000001,kohi1247,,indo1319,,family,Family,
16515,Western Shinaic,,35.3020535,71.704813,west2860,,indo1319,,family,Family,
16516,Kundal Shahi,Eurasia,34.5588,73.8288,kund1257,PK,indo1319,,language,Spoken_L1_Language,3
16517,Brokskat,Eurasia,34.5308,76.6026,brok1247,IN,indo1319,,language,Spoken_L1_Language,3
16518,Shina,Eurasia,34.6515,75.287,shin1264,IN;PK,indo1319,,language,Spoken_L1_Language,1
16519,Indus Kohistanic,,35.16926666666667,73.09875333333332,indu1240,,indo1319,,family,Family,
16520,Wotapuri-Katarqalai,Eurasia,34.958246,71.090876,wota1240,AF,indo1319,,language,Spoken_L1_Language,6
16521,Unclassified Kohistani,,34.1792,69.5901,uncl1535,,indo1319,,family,Family,
16522,Dir-Swat Kohistani,,35.420199999999994,72.5527,dirs1236,,indo1319,,family,Family,
16523,Rodiya,Eurasia,8.0,81.0,rodi1239,,indo1319,,dialect,Dialect,
16524,Luric,,31.892699999999994,49.110375000000005,luri1252,,indo1319,,family,Family,
16525,Dezfuli-Shushtari,Eurasia,32.374,48.907,dezf1238,IR,indo1319,,language,Spoken_L1_Language,5
16526,Caucasian Tat,,41.74668400000001,47.455169,cauc1242,,indo1319,,family,Family,
16527,Farsic,,32.92454901341672,53.652697981849,fars1255,,indo1319,,family,Family,
16528,Southern Bashaka,Eurasia,32.0,53.0,sout2644,,indo1319,,dialect,Dialect,
16529,Northern Bashaka,Eurasia,32.0,53.0,nort2644,,indo1319,,dialect,Dialect,
16530,Lari,Eurasia,27.6436,54.63449,nucl1274,,indo1319,,dialect,Dialect,
16531,Bixa,Eurasia,27.6436,54.63449,bikh1237,,indo1319,,dialect,Dialect,
16532,Bastak,Eurasia,27.6436,54.63449,bast1244,,indo1319,,dialect,Dialect,
16533,Xonj,Eurasia,27.6436,54.63449,khon1246,,indo1319,,dialect,Dialect,
16534,Evaz,Eurasia,27.6436,54.63449,evaz1237,,indo1319,,dialect,Dialect,
16535,Gerash,Eurasia,27.6436,54.63449,gera1240,,indo1319,,dialect,Dialect,
16536,Judeo-Shirazi,Eurasia,29.746,52.267,jude1270,,indo1319,,dialect,Dialect,
16537,Papuni,Eurasia,29.746,52.267,papu1256,,indo1319,,dialect,Dialect,
16538,Kondazi,Eurasia,29.746,52.267,kond1305,,indo1319,,dialect,Dialect,
16539,Somghuni,Eurasia,29.746,52.267,somg1234,,indo1319,,dialect,Dialect,
16540,Davani,Eurasia,29.746,52.267,dava1250,,indo1319,,dialect,Dialect,
16541,Xullari,Eurasia,29.746,52.267,xull1234,,indo1319,,dialect,Dialect,
16542,Ardakani,Eurasia,29.746,52.267,arda1234,,indo1319,,dialect,Dialect,
16543,Kalati,Eurasia,29.746,52.267,kala1411,,indo1319,,dialect,Dialect,
16544,Masarmi,Eurasia,29.746,52.267,masa1326,,indo1319,,dialect,Dialect,
16545,Buringuni,Eurasia,29.746,52.267,buri1259,,indo1319,,dialect,Dialect,
16546,Roshani-Khufi,Eurasia,37.5018,71.7925,rosh1238,,indo1319,,dialect,Dialect,
16547,Bartangi-Roshorvi,Eurasia,37.5018,71.7925,bart1243,,indo1319,,dialect,Dialect,
16548,Shughni-Shahdara-Bajui,Eurasia,37.5018,71.7925,shug1254,,indo1319,,dialect,Dialect,
16549,Kohat Pashto,Eurasia,34.0,71.33,koha1244,,indo1319,,dialect,Dialect,
16550,Shinwari,Eurasia,34.0,71.33,shin1262,,indo1319,,dialect,Dialect,
16551,Mohmand,Eurasia,34.0,71.33,mohm1238,,indo1319,,dialect,Dialect,
16552,Shilmani,Eurasia,34.0,71.33,shil1260,,indo1319,,dialect,Dialect,
16553,Afridi,Eurasia,34.0,71.33,afri1271,,indo1319,,dialect,Dialect,
16554,Yusufzai,Eurasia,34.0,71.33,yusu1238,,indo1319,,dialect,Dialect,
16555,Yagnobi,Eurasia,39.1486,69.2422,yagn1238,TJ,indo1319,,language,Spoken_L1_Language,2
16556,Sogdian,Eurasia,39.7,66.983,sogd1245,UZ,indo1319,,language,Spoken_L1_Language,6
16557,Digor Ossetian,Eurasia,43.158056,44.156944,digo1242,RU,indo1319,,language,Spoken_L1_Language,2
16558,Iron Ossetian,Eurasia,42.98,44.61,iron1242,RU,indo1319,indo1319/clas1257/indo1320/iran1269/cent2317/sogd1247/osse1245/osse1243,language,Spoken_L1_Language,2
16559,Semnan,Eurasia,35.5295,53.2868,semn1251,,indo1319,,dialect,Dialect,
16560,Biyabuneki,Eurasia,35.5295,53.2868,biya1234,,indo1319,,dialect,Dialect,
16561,Sivandi,Eurasia,30.08,52.92,siva1239,IR,indo1319,,language,Spoken_L1_Language,3
16562,Kavir,Eurasia,33.518678,55.118327,kavi1234,IR,indo1319,,language,Spoken_L1_Language,
16563,Nuclear Central Iran Kermanic,,34.482000675380164,50.85011617556871,nucl1790,,indo1319,,family,Family,
16564,Gilaki-Rudbari,,37.1111,49.858,gila1242,,indo1319,,family,Family,
16565,Mazanderani-Shahmirzadi,,36.0095,52.81045,maza1305,,indo1319,,family,Family,
16566,Gurgani,Eurasia,36.83,54.43,gurg1241,IR,indo1319,,language,Spoken_L1_Language,6
16567,Zaza,Eurasia,38.88915,39.5196,zaza1246,TR,indo1319,,family,Family,
16568,Gorani,,36.00005,43.780475,gora1267,,indo1319,,family,Family,
16569,Adhari,Eurasia,40.05,48.06,adha1238,AZ,indo1319,,language,Spoken_L1_Language,6
16570,Tatic,,36.87838248148148,49.49027933333334,tati1244,,indo1319,,family,Family,
16571,Lasgerdi,Eurasia,35.40153,52.99868,lasg1238,IR,indo1319,,language,Spoken_L1_Language,3
16572,Sangisari,Eurasia,35.72,53.3,sang1315,IR,indo1319,,language,Spoken_L1_Language,2
16573,Sorkhei-Aftari,Eurasia,35.45652,53.21897,sork1239,IR,indo1319,,language,Spoken_L1_Language,2
16574,Southern-Western Balochi,,31.915,63.085,sout3242,,indo1319,,family,Family,
16575,Koroshi,Eurasia,29.441,53.008,koro1296,IR,indo1319,,language,Spoken_L1_Language,3
16576,Eastern Balochi,Eurasia,28.0,62.0,east2304,PK,indo1319,,language,Spoken_L1_Language,1
16577,Laki,Eurasia,34.0103,47.9398,laki1244,IR,indo1319,,language,Spoken_L1_Language,1
16578,Kurdish,Eurasia,35.18386666666667,45.13510000000001,kurd1259,IQ,indo1319,,family,Family,
16579,Lemko,Eurasia,48.7171,22.9579,lemk1239,,indo1319,,dialect,Dialect,
16580,Prešov,Eurasia,48.7171,22.9579,pres1241,,indo1319,,dialect,Dialect,
16581,Transcarpathian Rusyn,Eurasia,48.7171,22.9579,tran1299,,indo1319,,dialect,Dialect,
16582,Eastern Polesian,Eurasia,49.796,29.945,east2882,,indo1319,,dialect,Dialect,
16583,Central Polesian,Eurasia,49.796,29.945,cent2398,,indo1319,,dialect,Dialect,
16584,Western Polesian,Eurasia,49.796,29.945,west2977,,indo1319,,dialect,Dialect,
16585,Great Poland,Eurasia,51.8439,18.6255,grea1303,,indo1319,,dialect,Dialect,
16586,Old Polish,Eurasia,51.8439,18.6255,oldp1256,,indo1319,,dialect,Dialect,
16587,Little Poland,Eurasia,51.8439,18.6255,litt1243,,indo1319,,dialect,Dialect,
16588,Southwest Bohemian,Eurasia,49.873398,15.10437,sout1722,,indo1319,,dialect,Dialect,
16589,Northeast Bohemian,Eurasia,49.873398,15.10437,nort2596,,indo1319,,dialect,Dialect,
16590,Central Bohemian,Eurasia,49.873398,15.10437,cent1953,,indo1319,,dialect,Dialect,
16591,Western Macedonian,Eurasia,41.5957,21.7932,west2336,,indo1319,,dialect,Dialect,
16592,Eastern and Southern Macedonian,Eurasia,41.5957,21.7932,sout2601,,indo1319,,dialect,Dialect,
16593,Northern Macedonian,Eurasia,41.5957,21.7932,nort2595,,indo1319,,dialect,Dialect,
16594,Western Bulgarian,Eurasia,43.3646,25.047,west2888,,indo1319,,dialect,Dialect,
16595,Eastern Bulgarian,Eurasia,43.3646,25.047,east2814,,indo1319,,dialect,Dialect,
16596,Anatolian Bulgarian,Eurasia,43.3646,25.047,anat1260,,indo1319,,dialect,Dialect,
16597,Old Shtokavian,Eurasia,44.15,18.81,olds1253,,indo1319,,dialect,Dialect,
16598,New Shtokavian,Eurasia,44.15,18.81,news1236,,indo1319,,dialect,Dialect,
16599,Burgenland Croatian,Eurasia,47.544,16.626,burg1244,AT;CZ;HU;SK,indo1319,,dialect,Dialect,3
16600,Nuclear Chakavian,Eurasia,44.15,18.81,nucl1776,,indo1319,,dialect,Dialect,
16601,Northern Frisian,Eurasia,54.6409,8.58489,nort2626,DE;DK,indo1319,,language,Spoken_L1_Language,3
16602,Old Frisian,Eurasia,53.35,6.8,oldf1241,NL,indo1319,,language,Spoken_L1_Language,6
16603,Modern West Frisian,,53.232511,5.718918499999999,mode1264,,indo1319,,family,Family,
16604,Ems-Weser Frisian,Eurasia,53.117,7.721,sate1242,DE,indo1319,,language,Spoken_L1_Language,3
16605,Old English (ca. 450-1100),Eurasia,51.06,-1.31,olde1238,GB,indo1319,indo1319/clas1257/germ1287/nort3152/west2793/nort3175/angl1264/angl1265,language,Spoken_L1_Language,6
16606,Later Anglic,,54.11212799700007,-3.240956183999913,late1254,,indo1319,,family,Family,
16607,Middle Low German,Eurasia,53.14,9.67,midd1318,DE,indo1319,,language,Spoken_L1_Language,6
16608,Low German,,52.675131666666665,10.368006666666666,lowg1239,,indo1319,,family,Family,
16609,Central East Middle German,Eurasia,51.152,12.692,uppe1400,DE,indo1319,,language,Spoken_L1_Language,1
16610,Schlesisch-Wilmesau,,50.78749,18.179550000000003,schl1237,,indo1319,,family,Family,
16611,Rhenish Franconian,Eurasia,49.701,6.846,rhin1244,,indo1319,,family,Family,
16612,Middle Franconian,Eurasia,50.33245,6.2756675,midd1319,,indo1319,,family,Family,
16613,Middle High German,Eurasia,48.254,10.599,midd1343,DE,indo1319,,language,Spoken_L1_Language,6
16614,Modern High German,,48.115866,11.047364333333332,mode1258,,indo1319,,family,Family,
16615,Southwestern Dutch,,51.28675,3.483865,sout3292,,indo1319,,family,Family,
16616,Global Dutch,,52.0,5.0,glob1241,,indo1319,,family,Family,
16617,Västerdalarna,Eurasia,61.291358,13.830399,vast1234,,indo1319,,dialect,Dialect,
16618,Österdalarna,Eurasia,61.291358,13.830399,oste1242,,indo1319,,dialect,Dialect,
16619,Estonian Swedish,Eurasia,59.05472,23.45,esto1259,EE,indo1319,,language,Spoken_L1_Language,5
